amount,time,location,device,is_fraud
102.71,23.8,Москва,Смартфон,0
6.41,0.2,Онлайн,Смартфон,1
17.1,6.3,Москва,Смартфон,0
33.7,4.8,Санкт-Петербург,Банкомат,1
2.73,0.3,Онлайн,Смартфон,0
27.89,17.6,Санкт-Петербург,Смартфон,0
5.15,16.6,Москва,Терминал,0
40.65,19.0,Санкт-Петербург,Смартфон,0
5.7,6.2,Зарубежье,ПК,0
35.24,10.7,Онлайн,Терминал,0
55.5,15.8,Онлайн,ПК,0
42.42,10.6,Москва,Банкомат,0
21.68,16.7,Москва,Терминал,0
12.75,15.2,Москва,Банкомат,0
8.72,2.8,Санкт-Петербург,ПК,1
82.94,18.7,Москва,Смартфон,0
7.62,17.3,Санкт-Петербург,ПК,0
5.26,15.7,Онлайн,Банкомат,0
34.19,3.7,Онлайн,Банкомат,0
6.85,6.4,Москва,Банкомат,0
5.78,9.4,Онлайн,ПК,1
3.36,6.7,Онлайн,ПК,0
9.67,5.5,Москва,Смартфон,0
15.01,19.3,Москва,Смартфон,0
21.49,15.3,Онлайн,Банкомат,0
46.83,13.6,Санкт-Петербург,Смартфон,0
29.36,5.4,Москва,Смартфон,1
13.33,22.0,Москва,Банкомат,0
13.22,4.6,Москва,Смартфон,0
28.82,19.1,Зарубежье,Терминал,0
66.67,23.2,Онлайн,Смартфон,1
18.9,17.5,Санкт-Петербург,Терминал,1
9.82,23.8,Зарубежье,ПК,0
5.52,15.6,Онлайн,Смартфон,0
3.35,5.2,Онлайн,ПК,0
34.22,4.9,Москва,Банкомат,0
31.06,7.8,Санкт-Петербург,Смартфон,0
31.03,0.2,Москва,ПК,0
14.27,16.4,Санкт-Петербург,Терминал,0
77.29,6.4,Москва,Смартфон,0
9.65,19.6,Москва,Банкомат,0
47.03,8.6,Москва,Смартфон,0
15.76,11.5,Санкт-Петербург,Смартфон,0
8.42,23.2,Банкомат,Смартфон,0
31.56,5.8,Санкт-Петербург,Смартфон,0
25.81,17.3,Банкомат,Смартфон,0
24.35,18.1,Онлайн,Смартфон,0
17.98,5.3,Санкт-Петербург,Смартфон,0
15.77,12.0,Москва,ПК,0
227.51,8.4,Зарубежье,ПК,0
60.5,18.5,Москва,ПК,0
36.42,14.9,Онлайн,Смартфон,0
18.6,11.4,Онлайн,Терминал,0
49.79,18.7,Санкт-Петербург,Смартфон,0
29.07,5.6,Москва,Смартфон,1
16.93,18.1,Санкт-Петербург,ПК,0
11.78,20.8,Банкомат,ПК,0
15.04,21.1,Банкомат,Смартфон,0
0.5,18.8,Зарубежье,Смартфон,0
20.73,9.8,Москва,Банкомат,0
9.61,23.6,Санкт-Петербург,ПК,0
94.82,9.1,Москва,Смартфон,0
16.8,15.3,Зарубежье,Терминал,0
4.45,3.9,Москва,Смартфон,0
15.57,23.5,Санкт-Петербург,ПК,0
5.2,16.9,Банкомат,Смартфон,0
27.68,18.1,Санкт-Петербург,Смартфон,0
22.65,1.6,Санкт-Петербург,Смартфон,0
47.16,18.3,Москва,ПК,0
6.89,18.6,Санкт-Петербург,Смартфон,1
17.07,16.1,Банкомат,ПК,0
3.66,7.0,Санкт-Петербург,Терминал,0
35.58,11.8,Москва,Банкомат,0
29.1,2.7,Москва,Смартфон,0
28.37,11.3,Москва,Смартфон,1
16.47,5.9,Санкт-Петербург,ПК,0
25.95,8.4,Москва,Смартфон,0
96.04,3.9,Онлайн,Терминал,0
12.02,5.5,Санкт-Петербург,Терминал,0
19.15,1.8,Онлайн,Смартфон,0
4.98,22.1,Москва,Смартфон,0
6.33,12.7,Онлайн,Терминал,0
18.31,9.5,Санкт-Петербург,Банкомат,0
55.39,12.8,Санкт-Петербург,ПК,0
12.4,15.1,Зарубежье,Смартфон,0
12.69,22.1,Москва,Смартфон,0
10.51,4.3,Санкт-Петербург,Терминал,0
9.13,7.1,Москва,Смартфон,0
22.75,23.4,Санкт-Петербург,Банкомат,0
3.17,8.9,Санкт-Петербург,Смартфон,0
67.29,0.5,Москва,Терминал,0
7.91,3.5,Онлайн,ПК,1
36.38,0.6,Онлайн,Смартфон,0
4.07,23.8,Онлайн,Смартфон,0
34.32,6.7,Москва,ПК,0
34.44,22.2,Москва,Смартфон,0
25.09,23.9,Онлайн,ПК,0
5.51,14.4,Москва,Смартфон,0
21.64,0.8,Онлайн,Смартфон,0
4.48,2.0,Москва,ПК,0
12.45,11.6,Москва,ПК,1
51.03,9.7,Банкомат,ПК,0
39.5,14.5,Онлайн,ПК,0
16.72,10.5,Онлайн,ПК,0
5.63,22.4,Банкомат,ПК,1
33.45,12.8,Онлайн,Смартфон,0
16.8,16.6,Санкт-Петербург,Смартфон,0
1.28,21.5,Зарубежье,Смартфон,0
38.9,3.5,Онлайн,ПК,1
16.01,5.5,Онлайн,ПК,1
61.73,2.6,Санкт-Петербург,Смартфон,0
4.93,3.4,Банкомат,Банкомат,0
0.5,12.3,Москва,Смартфон,0
22.35,7.7,Москва,ПК,0
22.66,10.2,Москва,Смартфон,0
2.56,23.6,Москва,ПК,0
5.6,3.8,Москва,ПК,1
340.61,13.0,Банкомат,Банкомат,0
11.75,2.4,Онлайн,Банкомат,0
36.75,7.6,Москва,Банкомат,0
8.04,12.7,Онлайн,Банкомат,0
1.65,22.7,Санкт-Петербург,Смартфон,0
13.64,9.4,Санкт-Петербург,Смартфон,0
12.28,1.6,Санкт-Петербург,Терминал,0
10.59,9.3,Банкомат,Терминал,0
14.5,3.5,Москва,ПК,1
21.99,5.5,Москва,Смартфон,0
13.94,14.8,Москва,Банкомат,0
4.09,1.6,Онлайн,Смартфон,0
28.07,11.2,Онлайн,Смартфон,0
1.93,14.6,Москва,ПК,0
1.72,10.1,Москва,Смартфон,0
37.08,0.5,Онлайн,Смартфон,0
28.72,23.7,Онлайн,Банкомат,0
15.44,8.8,Санкт-Петербург,Смартфон,0
3.54,18.7,Банкомат,Терминал,0
7.55,7.8,Зарубежье,Терминал,0
12.32,11.4,Москва,Банкомат,0
2.84,9.3,Санкт-Петербург,Терминал,0
7.29,8.2,Москва,ПК,0
33.7,0.5,Онлайн,ПК,0
79.05,8.6,Санкт-Петербург,Банкомат,0
10.37,21.3,Москва,ПК,0
37.79,16.6,Онлайн,Смартфон,0
2.0,3.5,Банкомат,ПК,0
33.97,14.2,Москва,ПК,0
6.79,21.4,Москва,Банкомат,0
23.06,16.8,Москва,ПК,0
12.52,3.6,Онлайн,ПК,0
70.28,20.8,Онлайн,ПК,0
6.28,7.2,Санкт-Петербург,ПК,0
32.8,10.9,Санкт-Петербург,Смартфон,0
12.09,12.6,Онлайн,Банкомат,0
13.82,20.4,Санкт-Петербург,Смартфон,0
13.43,22.4,Онлайн,Терминал,1
6.49,22.3,Санкт-Петербург,Банкомат,1
16.19,0.2,Банкомат,ПК,0
15.35,22.1,Москва,Терминал,0
21.44,1.3,Москва,ПК,0
18.05,6.4,Москва,Смартфон,0
39.56,12.4,Банкомат,ПК,0
45.42,11.5,Санкт-Петербург,Смартфон,0
5.18,14.5,Москва,Смартфон,0
42.76,11.5,Зарубежье,ПК,0
4.46,22.4,Зарубежье,Банкомат,0
31.39,5.8,Зарубежье,ПК,0
32.52,6.6,Москва,ПК,0
2.01,22.1,Банкомат,Смартфон,0
18.22,1.8,Москва,ПК,0
9.82,14.6,Москва,Смартфон,1
7.14,16.4,Санкт-Петербург,Смартфон,0
72.67,12.1,Санкт-Петербург,Банкомат,0
8.01,16.7,Москва,Смартфон,0
6.77,4.1,Санкт-Петербург,Смартфон,0
17.87,20.5,Банкомат,Смартфон,0
34.96,3.4,Санкт-Петербург,ПК,0
14.07,9.6,Санкт-Петербург,Банкомат,0
59.32,1.8,Москва,Терминал,0
29.49,13.1,Зарубежье,ПК,0
1.5,16.1,Москва,Смартфон,0
9.19,22.6,Санкт-Петербург,Смартфон,1
8.86,17.7,Москва,Смартфон,1
27.86,13.0,Банкомат,ПК,0
0.92,22.4,Москва,ПК,0
271.49,11.5,Санкт-Петербург,ПК,0
29.49,13.5,Санкт-Петербург,Смартфон,0
19.37,14.3,Банкомат,Смартфон,0
60.32,9.8,Москва,Смартфон,0
216.59,20.1,Онлайн,Банкомат,0
42.85,4.4,Москва,Смартфон,0
46.7,13.3,Зарубежье,ПК,0
18.99,17.3,Санкт-Петербург,Смартфон,0
14.07,21.7,Онлайн,ПК,0
9.74,21.2,Санкт-Петербург,Смартфон,0
6.63,12.2,Москва,Смартфон,0
7.72,15.4,Москва,Смартфон,0
3.72,9.5,Онлайн,Смартфон,1
15.13,11.2,Зарубежье,Смартфон,0
2.58,21.8,Санкт-Петербург,Банкомат,0
20.29,22.3,Банкомат,Смартфон,0
15.8,21.5,Москва,Смартфон,0
19.33,3.3,Зарубежье,ПК,0
9.26,20.4,Санкт-Петербург,ПК,0
485.19,22.8,Санкт-Петербург,Смартфон,0
73.41,8.7,Санкт-Петербург,ПК,0
4.18,12.4,Онлайн,Банкомат,0
21.25,18.7,Онлайн,Смартфон,1
8.42,13.5,Санкт-Петербург,ПК,0
5.39,23.8,Санкт-Петербург,Смартфон,1
3.77,10.9,Москва,Смартфон,0
26.45,17.1,Москва,Терминал,0
7.77,19.0,Москва,Смартфон,1
47.68,11.9,Санкт-Петербург,Смартфон,0
49.07,20.6,Санкт-Петербург,Терминал,0
74.54,13.1,Онлайн,ПК,0
6.44,9.9,Онлайн,ПК,0
27.74,2.6,Москва,ПК,0
32.97,9.4,Онлайн,ПК,0
9.76,17.6,Москва,Банкомат,0
7.04,22.1,Онлайн,Смартфон,0
96.59,6.0,Москва,Смартфон,0
21.12,8.5,Онлайн,Смартфон,0
33.1,3.7,Санкт-Петербург,Смартфон,0
6.66,16.6,Санкт-Петербург,Смартфон,0
4.3,23.0,Онлайн,ПК,0
8.79,15.4,Москва,Смартфон,0
14.35,14.8,Москва,Смартфон,0
5.1,13.3,Онлайн,ПК,0
16.27,2.1,Банкомат,ПК,0
2.57,17.5,Санкт-Петербург,Банкомат,0
4.8,14.4,Москва,Банкомат,0
34.4,15.9,Санкт-Петербург,Терминал,0
31.95,21.6,Онлайн,ПК,1
10.69,18.8,Санкт-Петербург,ПК,0
5.37,18.7,Банкомат,Банкомат,0
5.31,22.3,Санкт-Петербург,Банкомат,0
10.91,23.8,Москва,ПК,0
33.41,14.0,Москва,ПК,0
45.65,2.6,Санкт-Петербург,Смартфон,0
9.52,11.0,Онлайн,Банкомат,0
4.62,18.9,Москва,Банкомат,0
22.08,0.7,Зарубежье,Банкомат,0
6.65,1.4,Москва,Смартфон,0
9.3,1.6,Санкт-Петербург,Смартфон,0
70.65,17.5,Москва,Смартфон,0
40.85,12.0,Банкомат,Банкомат,0
19.57,8.9,Онлайн,Банкомат,0
4.06,2.5,Москва,Смартфон,0
20.75,17.6,Зарубежье,ПК,0
52.93,7.7,Москва,Смартфон,0
10.88,6.4,Онлайн,Смартфон,0
72.69,15.7,Банкомат,ПК,0
68.17,13.4,Онлайн,Банкомат,0
102.52,8.7,Банкомат,Банкомат,0
23.01,15.4,Банкомат,Смартфон,1
31.38,6.5,Зарубежье,ПК,1
77.91,19.1,Москва,ПК,0
26.9,5.5,Москва,Смартфон,1
9.47,3.8,Онлайн,Терминал,0
10.04,18.8,Онлайн,Банкомат,0
21.38,17.0,Санкт-Петербург,Смартфон,0
3.98,4.4,Москва,ПК,0
14.05,2.8,Банкомат,Смартфон,0
54.94,20.1,Зарубежье,ПК,0
1.48,18.6,Санкт-Петербург,ПК,0
88.94,7.9,Москва,Смартфон,0
56.52,15.8,Москва,Банкомат,0
9.92,3.0,Москва,ПК,0
29.9,12.2,Онлайн,Терминал,0
16.5,0.4,Банкомат,Смартфон,0
63.62,9.4,Москва,Банкомат,0
48.47,1.8,Санкт-Петербург,Банкомат,0
3.53,11.4,Онлайн,Смартфон,0
31.37,10.1,Москва,Смартфон,0
13.12,10.7,Санкт-Петербург,Банкомат,0
18.01,1.1,Онлайн,ПК,0
7.38,8.7,Банкомат,Смартфон,0
112.5,18.2,Санкт-Петербург,Терминал,0
51.63,8.9,Онлайн,Смартфон,0
7.29,17.2,Москва,ПК,0
3.79,8.9,Москва,ПК,0
10.76,10.2,Москва,ПК,0
26.52,13.5,Санкт-Петербург,Смартфон,0
21.42,22.8,Москва,ПК,1
65.26,2.6,Москва,ПК,0
39.21,0.8,Онлайн,ПК,0
47.78,14.6,Онлайн,ПК,0
23.56,22.8,Москва,Смартфон,0
3.57,23.8,Москва,Банкомат,0
13.26,11.6,Санкт-Петербург,Смартфон,0
52.78,11.2,Москва,Терминал,0
15.54,15.5,Санкт-Петербург,Смартфон,0
28.6,13.3,Онлайн,Смартфон,0
11.58,15.2,Москва,Смартфон,0
5.3,21.0,Москва,ПК,0
14.36,17.9,Москва,Смартфон,0
23.1,11.9,Москва,ПК,0
7.99,11.1,Зарубежье,Банкомат,0
12.69,15.4,Санкт-Петербург,Смартфон,0
5.85,10.9,Санкт-Петербург,Смартфон,0
56.33,11.0,Онлайн,Банкомат,0
11.89,0.4,Москва,Смартфон,0
81.29,4.2,Москва,Смартфон,0
88.38,11.7,Банкомат,Смартфон,0
15.04,19.7,Банкомат,Смартфон,0
5.42,6.7,Санкт-Петербург,Смартфон,0
1.66,12.5,Санкт-Петербург,ПК,0
3.26,8.3,Онлайн,ПК,0
3.63,2.5,Москва,Банкомат,0
74.91,23.0,Москва,Смартфон,0
18.68,20.5,Москва,ПК,0
25.24,1.9,Санкт-Петербург,Смартфон,1
1.43,17.3,Москва,Терминал,0
4.4,8.3,Санкт-Петербург,ПК,0
43.63,23.9,Онлайн,Смартфон,0
22.54,7.3,Санкт-Петербург,Смартфон,0
13.99,5.7,Москва,Смартфон,0
30.61,13.6,Санкт-Петербург,Смартфон,0
99.42,20.0,Онлайн,ПК,0
12.9,4.6,Москва,Смартфон,1
17.75,17.0,Москва,Терминал,0
20.33,1.5,Санкт-Петербург,Смартфон,0
228.45,22.1,Москва,Банкомат,0
1.63,1.9,Зарубежье,Смартфон,0
34.87,21.9,Санкт-Петербург,Смартфон,0
14.49,11.8,Москва,Терминал,0
30.68,10.8,Онлайн,Банкомат,0
7.98,23.4,Санкт-Петербург,ПК,0
15.58,23.8,Москва,ПК,0
35.97,15.6,Москва,Терминал,0
504.82,3.1,Онлайн,ПК,1
40.0,12.1,Москва,Смартфон,0
6.47,12.7,Москва,Смартфон,0
10.32,12.3,Москва,ПК,0
9.99,13.7,Москва,ПК,0
2.28,0.4,Онлайн,ПК,0
11.44,17.1,Банкомат,Смартфон,0
36.82,17.1,Онлайн,Терминал,0
4.05,2.8,Онлайн,ПК,1
52.11,13.7,Банкомат,ПК,0
28.12,13.6,Москва,Смартфон,1
7.33,16.4,Москва,Терминал,0
14.07,2.0,Санкт-Петербург,ПК,0
95.41,15.0,Санкт-Петербург,ПК,0
36.85,6.7,Санкт-Петербург,Терминал,0
16.6,12.2,Москва,Терминал,0
12.66,18.6,Москва,Смартфон,0
17.89,16.9,Санкт-Петербург,Терминал,0
9.37,2.9,Зарубежье,ПК,0
1.62,14.2,Санкт-Петербург,Смартфон,1
155.46,23.3,Москва,Смартфон,0
19.51,3.8,Онлайн,Смартфон,1
25.48,20.5,Москва,ПК,0
15.43,16.9,Москва,ПК,0
7.33,18.6,Москва,Смартфон,0
13.4,6.8,Онлайн,Банкомат,0
2.83,6.9,Банкомат,Банкомат,0
201.3,21.7,Санкт-Петербург,ПК,1
4.23,8.6,Москва,Терминал,0
5.28,1.5,Москва,Банкомат,1
10.13,14.4,Москва,Смартфон,1
67.82,3.0,Зарубежье,Банкомат,0
16.71,19.1,Онлайн,Терминал,0
4.22,15.4,Москва,Смартфон,0
65.35,21.0,Онлайн,Терминал,1
36.75,18.8,Санкт-Петербург,Смартфон,0
29.73,2.7,Зарубежье,ПК,0
36.14,9.1,Банкомат,Банкомат,1
229.02,18.6,Москва,Банкомат,0
181.93,10.0,Онлайн,ПК,0
7.73,23.3,Санкт-Петербург,ПК,0
98.13,17.7,Москва,ПК,0
25.07,0.4,Онлайн,ПК,0
28.47,21.1,Санкт-Петербург,ПК,0
2.56,2.4,Москва,ПК,0
13.63,3.4,Онлайн,Банкомат,0
6.73,17.6,Онлайн,Смартфон,0
40.89,20.8,Москва,ПК,0
53.42,12.9,Москва,Смартфон,0
1.68,6.9,Санкт-Петербург,ПК,0
16.05,8.4,Москва,Смартфон,0
56.49,8.2,Банкомат,ПК,0
13.39,7.8,Москва,Смартфон,0
36.67,5.8,Москва,Смартфон,0
24.2,14.6,Москва,ПК,0
23.95,21.6,Санкт-Петербург,Смартфон,0
12.2,7.4,Онлайн,Смартфон,0
4.31,4.5,Санкт-Петербург,Смартфон,0
4.79,20.1,Москва,Терминал,0
35.88,17.8,Банкомат,Смартфон,0
16.8,22.3,Москва,Банкомат,0
14.12,4.0,Москва,ПК,0
10.32,3.5,Москва,Смартфон,0
11.76,13.0,Москва,ПК,0
52.02,14.7,Санкт-Петербург,Терминал,0
11.37,11.5,Москва,ПК,1
3.76,14.4,Москва,Смартфон,0
37.26,4.3,Банкомат,ПК,0
13.13,11.5,Москва,ПК,0
17.02,15.8,Онлайн,Банкомат,0
96.38,10.4,Онлайн,Терминал,0
16.08,16.3,Москва,Смартфон,0
22.6,10.8,Санкт-Петербург,Смартфон,0
4.5,8.0,Санкт-Петербург,Смартфон,0
12.91,7.3,Москва,Терминал,0
32.15,9.9,Банкомат,ПК,0
2.97,0.6,Санкт-Петербург,Банкомат,1
20.51,16.0,Банкомат,Смартфон,0
18.37,20.3,Банкомат,ПК,0
17.21,8.5,Москва,Смартфон,0
51.46,1.1,Москва,Терминал,0
23.76,23.7,Москва,ПК,0
83.59,6.3,Банкомат,Банкомат,0
5.51,3.0,Банкомат,Смартфон,0
19.1,8.9,Санкт-Петербург,ПК,0
18.05,17.7,Москва,Смартфон,0
5.07,7.1,Москва,Смартфон,0
47.08,13.8,Банкомат,Смартфон,0
212.12,10.0,Зарубежье,ПК,0
16.14,2.8,Москва,Смартфон,0
28.66,7.9,Москва,Смартфон,0
18.05,17.4,Москва,ПК,0
7.5,14.7,Москва,Смартфон,0
2.22,2.9,Банкомат,Смартфон,0
7.57,3.9,Санкт-Петербург,ПК,0
3.56,15.4,Онлайн,Смартфон,0
107.18,19.5,Санкт-Петербург,Смартфон,0
14.49,8.4,Москва,Банкомат,0
11.24,14.3,Москва,Смартфон,0
43.73,4.1,Онлайн,ПК,0
4.79,7.5,Онлайн,Смартфон,0
7.07,0.5,Санкт-Петербург,Терминал,0
17.72,18.4,Москва,Смартфон,0
50.99,9.6,Москва,Банкомат,0
28.56,19.6,Москва,ПК,0
21.61,17.0,Онлайн,Смартфон,0
17.92,19.9,Санкт-Петербург,Смартфон,0
25.54,6.9,Санкт-Петербург,Смартфон,0
20.53,4.4,Банкомат,Смартфон,0
5.3,23.3,Санкт-Петербург,Смартфон,0
17.3,17.2,Санкт-Петербург,Терминал,0
5.05,20.0,Москва,Смартфон,0
17.98,0.3,Банкомат,Смартфон,0
9.69,8.5,Санкт-Петербург,Банкомат,0
268.63,17.8,Москва,Банкомат,0
15.74,1.9,Онлайн,Смартфон,1
3.51,13.6,Санкт-Петербург,ПК,0
14.19,10.3,Банкомат,ПК,0
29.12,0.4,Банкомат,Смартфон,0
103.62,5.7,Онлайн,Смартфон,0
8.6,6.8,Онлайн,Смартфон,0
2.88,2.7,Москва,Смартфон,1
40.39,15.2,Санкт-Петербург,Смартфон,0
3.6,5.8,Онлайн,Смартфон,0
10.18,6.7,Санкт-Петербург,ПК,0
12.39,21.6,Санкт-Петербург,ПК,0
15.23,11.2,Банкомат,ПК,0
35.1,9.4,Москва,ПК,0
7.75,17.4,Москва,Банкомат,0
12.17,21.8,Онлайн,Банкомат,0
16.19,0.6,Банкомат,Банкомат,0
19.39,10.8,Банкомат,Смартфон,0
18.31,14.7,Онлайн,Смартфон,0
26.57,7.6,Банкомат,ПК,0
41.61,18.5,Онлайн,Смартфон,0
25.33,23.3,Москва,Смартфон,0
27.08,22.6,Онлайн,Смартфон,0
2.89,6.4,Москва,Терминал,0
17.38,5.4,Москва,Смартфон,1
27.87,23.0,Санкт-Петербург,Смартфон,0
36.67,11.0,Москва,Смартфон,0
7.68,5.0,Москва,ПК,0
7.96,17.0,Москва,Смартфон,0
8.75,6.8,Москва,Смартфон,0
29.67,6.4,Москва,Терминал,1
51.28,21.1,Санкт-Петербург,Банкомат,0
10.5,3.9,Онлайн,ПК,1
44.65,1.5,Банкомат,Терминал,0
18.84,6.5,Банкомат,Смартфон,0
14.34,14.6,Санкт-Петербург,ПК,0
13.03,3.0,Онлайн,Смартфон,1
37.39,11.3,Москва,ПК,0
23.53,15.1,Москва,Смартфон,0
201.02,20.4,Онлайн,Смартфон,0
6.44,5.5,Онлайн,Смартфон,0
29.08,19.6,Банкомат,Смартфон,0
9.19,5.6,Онлайн,ПК,1
6.32,16.2,Москва,ПК,0
16.25,10.3,Банкомат,ПК,0
19.13,2.8,Онлайн,Смартфон,0
407.48,17.1,Банкомат,Смартфон,0
13.43,5.2,Онлайн,ПК,1
4.74,4.2,Москва,ПК,0
22.2,8.6,Москва,Смартфон,0
1.68,15.7,Москва,ПК,0
14.86,5.6,Москва,Банкомат,1
16.74,4.4,Москва,Смартфон,0
39.41,0.2,Санкт-Петербург,Смартфон,0
47.99,11.3,Банкомат,Смартфон,0
9.45,10.3,Банкомат,Терминал,0
13.93,5.6,Онлайн,Смартфон,0
7.08,1.3,Москва,Смартфон,0
4.75,10.3,Москва,Банкомат,0
23.12,18.9,Онлайн,Смартфон,0
4.05,17.2,Москва,ПК,0
10.42,20.7,Банкомат,Смартфон,0
5.5,0.2,Банкомат,Терминал,0
30.1,23.2,Санкт-Петербург,Банкомат,0
119.29,8.2,Онлайн,ПК,0
3.93,23.8,Москва,Смартфон,0
2.14,6.1,Онлайн,Смартфон,0
14.33,11.3,Москва,ПК,0
16.73,8.5,Москва,Смартфон,0
20.92,8.5,Онлайн,ПК,0
10.06,20.2,Онлайн,ПК,0
13.19,17.9,Онлайн,Банкомат,0
24.64,23.8,Санкт-Петербург,Смартфон,0
51.65,14.7,Онлайн,ПК,0
1.91,11.1,Онлайн,Банкомат,0
10.96,2.2,Зарубежье,ПК,1
20.8,23.9,Банкомат,Банкомат,0
5.99,13.2,Онлайн,Смартфон,0
110.42,16.8,Онлайн,ПК,0
8.17,9.8,Санкт-Петербург,Терминал,0
15.71,13.1,Москва,Смартфон,0
30.31,22.6,Москва,Смартфон,1
8.58,4.0,Банкомат,Смартфон,0
2.16,7.0,Банкомат,ПК,0
10.26,3.6,Онлайн,ПК,0
51.03,19.0,Санкт-Петербург,Смартфон,0
11.35,1.5,Москва,Банкомат,0
6.48,2.0,Москва,Банкомат,0
45.52,7.2,Санкт-Петербург,Терминал,0
11.43,12.3,Санкт-Петербург,ПК,0
9.38,9.8,Зарубежье,ПК,0
19.38,1.1,Москва,Банкомат,0
38.39,23.0,Санкт-Петербург,Смартфон,0
225.85,22.9,Санкт-Петербург,ПК,0
40.85,6.7,Зарубежье,ПК,0
58.9,17.6,Банкомат,Смартфон,0
9.43,13.9,Санкт-Петербург,Смартфон,0
5.32,5.7,Зарубежье,Смартфон,0
17.61,6.3,Санкт-Петербург,Смартфон,0
18.5,11.8,Москва,ПК,0
5.02,10.1,Санкт-Петербург,Банкомат,0
13.56,7.0,Москва,Смартфон,0
25.51,19.4,Онлайн,Смартфон,0
24.45,11.6,Зарубежье,ПК,0
28.64,15.7,Онлайн,Смартфон,0
22.65,4.5,Москва,Смартфон,0
9.41,12.8,Москва,Смартфон,0
9.34,7.6,Москва,Смартфон,0
4.4,12.6,Москва,Смартфон,0
117.13,18.7,Москва,Смартфон,0
16.69,18.5,Санкт-Петербург,Банкомат,0
12.84,8.5,Онлайн,Смартфон,1
5.92,16.7,Онлайн,Смартфон,1
415.39,22.6,Москва,Терминал,0
5.05,15.0,Москва,ПК,0
10.26,3.6,Москва,Смартфон,0
25.98,16.3,Москва,Смартфон,0
31.82,2.5,Санкт-Петербург,ПК,0
47.17,20.9,Москва,ПК,0
120.11,12.4,Онлайн,Смартфон,0
28.7,9.2,Банкомат,Смартфон,0
5.15,1.4,Санкт-Петербург,Терминал,0
12.4,9.1,Онлайн,ПК,0
23.07,21.7,Москва,Смартфон,0
159.98,0.5,Банкомат,Смартфон,0
3.53,11.4,Москва,Смартфон,0
61.73,22.3,Москва,Смартфон,0
20.04,9.5,Москва,Терминал,0
41.33,10.3,Москва,Смартфон,1
14.7,13.9,Санкт-Петербург,Терминал,0
6.51,11.1,Зарубежье,Смартфон,0
37.56,4.0,Онлайн,Смартфон,1
33.78,0.4,Санкт-Петербург,Смартфон,0
47.91,14.6,Санкт-Петербург,ПК,0
16.21,22.1,Онлайн,ПК,1
8.5,2.6,Банкомат,ПК,0
2.96,5.1,Онлайн,ПК,0
40.5,8.9,Санкт-Петербург,Смартфон,0
26.21,19.4,Онлайн,ПК,0
5.68,6.5,Онлайн,Смартфон,1
9.09,21.2,Москва,ПК,0
9.84,1.3,Москва,Смартфон,0
3.22,22.6,Онлайн,Смартфон,0
6.69,13.5,Банкомат,Банкомат,1
4.72,15.8,Санкт-Петербург,Смартфон,0
10.45,8.8,Зарубежье,Терминал,0
7.3,18.8,Москва,Банкомат,0
2.75,4.0,Санкт-Петербург,Смартфон,0
152.15,1.2,Санкт-Петербург,Смартфон,0
65.22,9.5,Зарубежье,Банкомат,0
6.98,20.5,Москва,Банкомат,1
22.19,18.1,Санкт-Петербург,Смартфон,0
26.03,12.4,Москва,Терминал,0
60.96,13.7,Санкт-Петербург,Терминал,0
6.68,3.1,Банкомат,ПК,0
54.67,20.2,Москва,Банкомат,0
9.0,18.9,Банкомат,Смартфон,0
3.78,15.8,Банкомат,ПК,0
36.47,11.2,Москва,Смартфон,0
68.02,23.1,Онлайн,Смартфон,1
283.35,21.1,Москва,ПК,0
4.39,15.5,Москва,Смартфон,0
35.47,8.9,Онлайн,ПК,0
10.48,14.8,Онлайн,Банкомат,0
38.93,13.8,Санкт-Петербург,Смартфон,0
3.26,9.5,Москва,Смартфон,0
4.1,7.4,Банкомат,ПК,1
7.0,9.8,Онлайн,Смартфон,0
17.94,13.8,Москва,Банкомат,0
8.12,10.3,Санкт-Петербург,Смартфон,0
33.95,6.3,Москва,ПК,0
50.89,18.3,Москва,Смартфон,0
31.8,12.8,Санкт-Петербург,Смартфон,0
97.58,1.6,Санкт-Петербург,Смартфон,0
25.98,8.8,Москва,Смартфон,0
4.31,21.2,Онлайн,ПК,0
73.68,18.1,Москва,ПК,0
8.45,7.8,Санкт-Петербург,Смартфон,0
44.77,22.5,Москва,Смартфон,1
92.86,1.8,Санкт-Петербург,ПК,0
27.18,23.1,Москва,Банкомат,1
3.17,5.9,Онлайн,ПК,0
5.99,0.2,Санкт-Петербург,Смартфон,1
70.46,10.4,Москва,Банкомат,0
13.65,8.6,Москва,Терминал,0
17.95,12.9,Санкт-Петербург,Смартфон,0
37.89,19.1,Москва,ПК,0
35.37,20.2,Санкт-Петербург,ПК,0
22.35,9.6,Санкт-Петербург,Терминал,0
13.07,10.3,Онлайн,ПК,0
11.66,3.6,Зарубежье,Терминал,1
42.25,1.1,Санкт-Петербург,Смартфон,0
30.23,15.4,Онлайн,Смартфон,0
12.39,1.5,Онлайн,Банкомат,0
54.07,17.6,Зарубежье,Банкомат,0
14.27,12.9,Москва,ПК,0
6.44,4.8,Банкомат,Банкомат,0
7.14,12.9,Банкомат,ПК,0
5.6,4.4,Санкт-Петербург,ПК,0
12.19,10.5,Москва,ПК,0
63.89,19.2,Зарубежье,ПК,0
6.78,11.1,Онлайн,Смартфон,0
20.23,3.6,Санкт-Петербург,ПК,0
7.99,17.4,Онлайн,Смартфон,1
